filename,fuel_type,expected,predicted,correct,cer
stele_1.jpg,price_92,56.93,"system
You are a helpful assistant.
user

assistant
88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89",0.0,35.4
stele_1.jpg,price_95,63.0,"system
You are a helpful assistant.
user

assistant
88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89",0.0,44.75
stele_1.jpg,price_98,68.73,"system
You are a helpful assistant.
user

assistant
88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89",0.0,35.4
stele_1.jpg,price_DT,71.6,"system
You are a helpful assistant.
user

assistant
88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89,73 88,73 89",0.0,44.75
stele_2.jpg,price_92,56.9,"system
You are a helpful assistant.
user

assistant
56.90 58.90 60.10 62.00 63.70",1.0,19.25
stele_2.jpg,price_95,60.9,"system
You are a helpful assistant.
user

assistant
56.90 58.90 60.10 62.00 63.70",0.0,19.25
stele_2.jpg,price_DT,69.5,"system
You are a helpful assistant.
user

assistant
56.90 58.90 60.10 62.00 63.70",0.0,19.5
stele_3.jpg,price_92,28.2,"system
You are a helpful assistant.
user

assistant
95 80 29.90 26.20 26.20 25.90",0.0,19.5
stele_3.jpg,price_95,29.9,"system
You are a helpful assistant.
user

assistant
95 80 29.90 26.20 26.20 25.90",1.0,19.25
stele_3.jpg,price_DT,25.9,"system
You are a helpful assistant.
user

assistant
95 80 29.90 26.20 26.20 25.90",1.0,19.25
stele_4.jpg,price_92,41.0,"system
You are a helpful assistant.
user

assistant
90 92 95 98",0.0,15.25
stele_4.jpg,price_95,43.6,"system
You are a helpful assistant.
user

assistant
90 92 95 98",0.0,15.5
stele_4.jpg,price_98,48.5,"system
You are a helpful assistant.
user

assistant
90 92 95 98",0.0,15.25
stele_4.jpg,price_DT,41.0,"system
You are a helpful assistant.
user

assistant
90 92 95 98",0.0,15.25
stele_5.jpg,price_92,23.54,"system
You are a helpful assistant.
user

assistant
98 23.79 95 64.89 92 12.18 92 63.89 92 23.54 80 81.62 80 55.56 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22",1.0,35.0
stele_5.jpg,price_95,12.78,"system
You are a helpful assistant.
user

assistant
98 23.79 95 64.89 92 12.18 92 63.89 92 23.54 80 81.62 80 55.56 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22",0.0,35.2
stele_5.jpg,price_98,23.78,"system
You are a helpful assistant.
user

assistant
98 23.79 95 64.89 92 12.18 92 63.89 92 23.54 80 81.62 80 55.56 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22",0.0,35.0
stele_5.jpg,price_DT,65.56,"system
You are a helpful assistant.
user

assistant
98 23.79 95 64.89 92 12.18 92 63.89 92 23.54 80 81.62 80 55.56 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22 62 22",0.0,35.0
stele_6.jpg,price_92,20.5,"system
You are a helpful assistant.
user

assistant
95 22.00 92 20.50 18.65 17.52 12.77",1.0,20.75
stele_6.jpg,price_95,22.0,"system
You are a helpful assistant.
user

assistant
95 22.00 92 20.50 18.65 17.52 12.77",1.0,20.75
stele_6.jpg,price_DT,17.52,"system
You are a helpful assistant.
user

assistant
95 22.00 92 20.50 18.65 17.52 12.77",1.0,16.4
stele_7.jpg,price_92,23.0,"system
You are a helpful assistant.
user

assistant
24.00 23.90 24.00 12.60",0.0,17.75
stele_7.jpg,price_95,24.0,"system
You are a helpful assistant.
user

assistant
24.00 23.90 24.00 12.60",1.0,17.75
stele_7.jpg,price_DT,24.0,"system
You are a helpful assistant.
user

assistant
24.00 23.90 24.00 12.60",1.0,17.75
stele_8.jpg,price_92,27.6,"system
You are a helpful assistant.
user

assistant
27.60 26.90 33.00",1.0,16.25
stele_8.jpg,price_DT,33.0,"system
You are a helpful assistant.
user

assistant
27.60 26.90 33.00",1.0,16.25
stele_9.jpg,price_92,27.1,"system
You are a helpful assistant.
user

assistant
2,90 3,10 3,20 3,40 3,60",0.0,18.5
stele_9.jpg,price_95,29.0,"system
You are a helpful assistant.
user

assistant
2,90 3,10 3,20 3,40 3,60",0.0,18.25
stele_9.jpg,price_98,32.0,"system
You are a helpful assistant.
user

assistant
2,90 3,10 3,20 3,40 3,60",0.0,18.25
stele_9.jpg,price_DT,28.3,"system
You are a helpful assistant.
user

assistant
2,90 3,10 3,20 3,40 3,60",0.0,18.5
stele_10.jpg,price_92,31.9,"system
You are a helpful assistant.
user

assistant
95 31,80 92 31,90 97 34,90",0.0,18.75
stele_10.jpg,price_95,34.8,"system
You are a helpful assistant.
user

assistant
95 31,80 92 31,90 97 34,90",0.0,19.0
stele_10.jpg,price_DT,34.9,"system
You are a helpful assistant.
user

assistant
95 31,80 92 31,90 97 34,90",0.0,18.75
stele_11.jpg,price_92,40.7,"system
You are a helpful assistant.
user

assistant
48.00 44.30 43.50 43.50 23.90",0.0,19.5
stele_11.jpg,price_95,44.3,"system
You are a helpful assistant.
user

assistant
48.00 44.30 43.50 43.50 23.90",1.0,19.25
stele_11.jpg,price_98,48.0,"system
You are a helpful assistant.
user

assistant
48.00 44.30 43.50 43.50 23.90",1.0,19.25
stele_11.jpg,price_DT,43.5,"system
You are a helpful assistant.
user

assistant
48.00 44.30 43.50 43.50 23.90",1.0,19.25
stele_12.jpg,price_92,21.0,"system
You are a helpful assistant.
user

assistant
95 21.00 80 16.80 16.00 16.00",1.0,19.25
stele_12.jpg,price_DT,16.0,"system
You are a helpful assistant.
user

assistant
95 21.00 80 16.80 16.00 16.00",1.0,19.25
stele_13.jpg,price_92,29.0,"system
You are a helpful assistant.
user

assistant
23.50 34.10 32.60 29.00 33.60",1.0,19.25
stele_13.jpg,price_95,32.6,"system
You are a helpful assistant.
user

assistant
23.50 34.10 32.60 29.00 33.60",1.0,19.25
stele_13.jpg,price_98,34.1,"system
You are a helpful assistant.
user

assistant
23.50 34.10 32.60 29.00 33.60",1.0,19.25
stele_13.jpg,price_DT,33.6,"system
You are a helpful assistant.
user

assistant
23.50 34.10 32.60 29.00 33.60",1.0,19.25
stele_14.jpg,price_92,27.5,"system
You are a helpful assistant.
user

assistant
72.45 72.68 72.90",0.0,16.5
stele_14.jpg,price_95,29.5,"system
You are a helpful assistant.
user

assistant
72.45 72.68 72.90",0.0,16.75
stele_14.jpg,price_DT,29.0,"system
You are a helpful assistant.
user

assistant
72.45 72.68 72.90",0.0,16.5
