filename,fuel_type,expected,predicted,correct,cer
stele_1.jpg,price_92,56.93,48А,0.0,1.0
stele_1.jpg,price_95,63.0,48А,0.0,1.0
stele_1.jpg,price_98,68.73,48А,0.0,0.8
stele_1.jpg,price_DT,71.6,48А,0.0,1.0
stele_2.jpg,price_92,56.9,ЯRKI,0.0,1.0
stele_2.jpg,price_95,60.9,ЯRKI,0.0,1.0
stele_2.jpg,price_DT,69.5,ЯRKI,0.0,1.0
stele_3.jpg,price_92,28.2,Авс ЕЕЯП 192 ЕПЕП ЕБЕП Е5ЯП [чагазин Kaфв,0.0,10.0
stele_3.jpg,price_95,29.9,Авс ЕЕЯП 192 ЕПЕП ЕБЕП Е5ЯП [чагазин Kaфв,0.0,10.0
stele_3.jpg,price_DT,25.9,Авс ЕЕЯП 192 ЕПЕП ЕБЕП Е5ЯП [чагазин Kaфв,0.0,9.75
stele_4.jpg,price_92,41.0,,0.0,1.0
stele_4.jpg,price_95,43.6,,0.0,1.0
stele_4.jpg,price_98,48.5,,0.0,1.0
stele_4.jpg,price_DT,41.0,,0.0,1.0
stele_5.jpg,price_92,23.54,% 2JЪ 95э 95 ЕЙ %Ев 2 Д5 ai5 QОШEA IA UNЕГА МАгАИн] КАФЕО ОМЕГА БЧаЗ,0.0,13.2
stele_5.jpg,price_95,12.78,% 2JЪ 95э 95 ЕЙ %Ев 2 Д5 ai5 QОШEA IA UNЕГА МАгАИн] КАФЕО ОМЕГА БЧаЗ,0.0,13.4
stele_5.jpg,price_98,23.78,% 2JЪ 95э 95 ЕЙ %Ев 2 Д5 ai5 QОШEA IA UNЕГА МАгАИн] КАФЕО ОМЕГА БЧаЗ,0.0,13.4
stele_5.jpg,price_DT,65.56,% 2JЪ 95э 95 ЕЙ %Ев 2 Д5 ai5 QОШEA IA UNЕГА МАгАИн] КАФЕО ОМЕГА БЧаЗ,0.0,13.2
stele_6.jpg,price_92,20.5,"Extellent "" c2ml CISU IBE5 дп   |Z52 12.7",0.0,9.75
stele_6.jpg,price_95,22.0,"Extellent "" c2ml CISU IBE5 дп   |Z52 12.7",0.0,9.5
stele_6.jpg,price_DT,17.52,"Extellent "" c2ml CISU IBE5 дп   |Z52 12.7",0.0,7.8
stele_7.jpg,price_92,23.0,#БО Nc #П1 кzоc {2+Ug 830] '2ЧU,0.0,7.25
stele_7.jpg,price_95,24.0,#БО Nc #П1 кzоc {2+Ug 830] '2ЧU,0.0,7.25
stele_7.jpg,price_DT,24.0,#БО Nc #П1 кzоc {2+Ug 830] '2ЧU,0.0,7.25
stele_8.jpg,price_92,27.6,ЕТЕП ЕШ #Ш 53 SPIRE мiк,0.0,5.75
stele_8.jpg,price_DT,33.0,ЕТЕП ЕШ #Ш 53 SPIRE мiк,0.0,5.5
stele_9.jpg,price_92,27.1,Un JeUD ag90 QgU0 21l EBJD,0.0,6.25
stele_9.jpg,price_95,29.0,Un JeUD ag90 QgU0 21l EBJD,0.0,6.0
stele_9.jpg,price_98,32.0,Un JeUD ag90 QgU0 21l EBJD,0.0,6.25
stele_9.jpg,price_DT,28.3,Un JeUD ag90 QgU0 21l EBJD,0.0,6.25
stele_10.jpg,price_92,31.9,"AmСТ Iue ;"" BBD 3190 390 ан .",0.0,6.5
stele_10.jpg,price_95,34.8,"AmСТ Iue ;"" BBD 3190 390 ан .",0.0,7.0
stele_10.jpg,price_DT,34.9,"AmСТ Iue ;"" BBD 3190 390 ан .",0.0,6.75
stele_11.jpg,price_92,40.7,сокa ЧВUП ЧЧЭЗD Ч. ID HJ5D DI ЧЗSD m 2Jg0,0.0,10.0
stele_11.jpg,price_95,44.3,сокa ЧВUП ЧЧЭЗD Ч. ID HJ5D DI ЧЗSD m 2Jg0,0.0,10.0
stele_11.jpg,price_98,48.0,сокa ЧВUП ЧЧЭЗD Ч. ID HJ5D DI ЧЗSD m 2Jg0,0.0,9.75
stele_11.jpg,price_DT,43.5,сокa ЧВUП ЧЧЭЗD Ч. ID HJ5D DI ЧЗSD m 2Jg0,0.0,9.75
stele_12.jpg,price_92,21.0,Nikoil 92 2 L.UD] 80 1Б.8 D] Дт 1Б.U  [архст 24 чaса,0.0,12.25
stele_12.jpg,price_DT,16.0,Nikoil 92 2 L.UD] 80 1Б.8 D] Дт 1Б.U  [архст 24 чaса,0.0,12.5
stele_13.jpg,price_92,29.0,Eg5. 5Ч I[ IЕБШ EgДП {JJБП ЕЕРJ5 саЦигФIЬ шUn,0.0,11.0
stele_13.jpg,price_95,32.6,Eg5. 5Ч I[ IЕБШ EgДП {JJБП ЕЕРJ5 саЦигФIЬ шUn,0.0,11.0
stele_13.jpg,price_98,34.1,Eg5. 5Ч I[ IЕБШ EgДП {JJБП ЕЕРJ5 саЦигФIЬ шUn,0.0,11.0
stele_13.jpg,price_DT,33.6,Eg5. 5Ч I[ IЕБШ EgДП {JJБП ЕЕРJ5 саЦигФIЬ шUn,0.0,11.0
stele_14.jpg,price_92,27.5,лукойл ешA,0.0,2.5
stele_14.jpg,price_95,29.5,лукойл ешA,0.0,2.5
stele_14.jpg,price_DT,29.0,лукойл ешA,0.0,2.5
stele_15.jpg,price_92,25.9,TAXIOIL Esoauallh BHHR) FБ Я G5 ЯD Я5 Ч ЕЧ 5П р2эоэ,0.0,12.5
stele_15.jpg,price_95,26.9,TAXIOIL Esoauallh BHHR) FБ Я G5 ЯD Я5 Ч ЕЧ 5П р2эоэ,0.0,12.5
stele_15.jpg,price_98,27.7,TAXIOIL Esoauallh BHHR) FБ Я G5 ЯD Я5 Ч ЕЧ 5П р2эоэ,0.0,12.5
stele_15.jpg,price_DT,24.5,TAXIOIL Esoauallh BHHR) FБ Я G5 ЯD Я5 Ч ЕЧ 5П р2эоэ,0.0,12.5
stele_16.jpg,price_92,46.3,БПЕ5 ЧЕЧП ЧБЛП БJ.. унEФЛлгАз,0.0,7.0
stele_16.jpg,price_95,49.9,БПЕ5 ЧЕЧП ЧБЛП БJ.. унEФЛлгАз,0.0,7.0
stele_16.jpg,price_98,60.25,БПЕ5 ЧЕЧП ЧБЛП БJ.. унEФЛлгАз,0.0,5.6
stele_16.jpg,price_DT,53.0,БПЕ5 ЧЕЧП ЧБЛП БJ.. унEФЛлгАз,0.0,6.75
stele_17.jpg,price_92,40.4,ЧВЧП [5 HЗSB ДТ ЧЗ.00 Ea BD плюс 1  СЕХАНО,0.0,10.25
stele_17.jpg,price_95,43.5,ЧВЧП [5 HЗSB ДТ ЧЗ.00 Ea BD плюс 1  СЕХАНО,0.0,10.25
stele_17.jpg,price_DT,43.0,ЧВЧП [5 HЗSB ДТ ЧЗ.00 Ea BD плюс 1  СЕХАНО,0.0,10.0
stele_18.jpg,price_92,39.5,"СИ5 ~1,G0 Sа 54 Д41.CD ДТ 43.80 НАГАЗИН 1e",0.0,10.25
stele_18.jpg,price_95,41.5,"СИ5 ~1,G0 Sа 54 Д41.CD ДТ 43.80 НАГАЗИН 1e",0.0,9.75
stele_18.jpg,price_DT,41.0,"СИ5 ~1,G0 Sа 54 Д41.CD ДТ 43.80 НАГАЗИН 1e",0.0,9.5
stele_19.jpg,price_92,32.25,[ЛЗПРЛННЕШIЬ Gаn B5.25 JБ:5 15.15 32a5 ШЗЧВ чпав,0.0,8.8
stele_19.jpg,price_95,35.15,[ЛЗПРЛННЕШIЬ Gаn B5.25 JБ:5 15.15 32a5 ШЗЧВ чпав,0.0,8.8
stele_19.jpg,price_98,39.25,[ЛЗПРЛННЕШIЬ Gаn B5.25 JБ:5 15.15 32a5 ШЗЧВ чпав,0.0,9.0
stele_19.jpg,price_DT,33.9,[ЛЗПРЛННЕШIЬ Gаn B5.25 JБ:5 15.15 32a5 ШЗЧВ чпав,0.0,11.75
stele_20.jpg,price_92,18.5,1853 ЕВЕ] ЕБВ [843 IEЗ Шазиl Кате ПММ,0.0,8.75
stele_20.jpg,price_95,20.3,1853 ЕВЕ] ЕБВ [843 IEЗ Шазиl Кате ПММ,0.0,9.0
stele_20.jpg,price_98,24.6,1853 ЕВЕ] ЕБВ [843 IEЗ Шазиl Кате ПММ,0.0,9.0
stele_20.jpg,price_DT,19.4,1853 ЕВЕ] ЕБВ [843 IEЗ Шазиl Кате ПММ,0.0,8.75
stele_21.jpg,price_92,19.99,4799 1899 1999 998 ~oow 2599) 21g9| c099,0.0,7.2
stele_21.jpg,price_95,20.99,4799 1899 1999 998 ~oow 2599) 21g9| c099,0.0,7.4
stele_22.jpg,price_92,43.65,Раснсоть @2Ч3Б5 H:5 з-НЧБЯ5 ДIЧ5.. ДIDDДD aЕПЧП ЭLLан,0.0,10.2
stele_22.jpg,price_95,46.85,Раснсоть @2Ч3Б5 H:5 з-НЧБЯ5 ДIЧ5.. ДIDDДD aЕПЧП ЭLLан,0.0,10.4
stele_22.jpg,price_DT,45.0,Раснсоть @2Ч3Б5 H:5 з-НЧБЯ5 ДIЧ5.. ДIDDДD aЕПЧП ЭLLан,0.0,12.75
stele_23.jpg,price_92,40.7,ЛУКОЙЛ LijOO,0.0,3.0
stele_23.jpg,price_95,43.5,ЛУКОЙЛ LijOO,0.0,3.0
stele_23.jpg,price_DT,50.0,ЛУКОЙЛ LijOO,0.0,3.0
